Time	UID	PID	%usr	%system	%guest	%wait	%CPU	CPU	minflt/s	majflt/s	VSZ	RSS	%MEM	kB_rd/s	kB_wr/s	kB_ccwr/s	iodelay	Command
18:12:49	1000	69579	96.00	2.00	0.00	0.00	98.00	11	35162.00	0.00	471044	146624	0.45	24.00	76.00	0.00	0	resource_usage_
18:12:50	1000	69579	118.00	4.00	0.00	0.00	122.00	11	15865.00	0.00	471036	143620	0.44	444.00	40260.00	0.00	0	resource_usage_
18:12:51	1000	69579	120.00	3.00	0.00	0.00	123.00	11	7326.00	0.00	471024	148532	0.46	192.00	40088.00	0.00	0	resource_usage_
18:12:52	1000	69579	119.00	3.00	0.00	0.00	122.00	11	6225.00	0.00	495600	173408	0.53	188.00	40092.00	0.00	0	resource_usage_
18:12:53	1000	69579	156.00	8.00	0.00	0.00	164.00	11	3258.00	0.00	503792	186508	0.57	58620.00	94228.00	0.00	0	resource_usage_
18:12:54	1000	69579	192.00	14.00	0.00	0.00	206.00	8	404.00	0.00	454640	139144	0.43	102048.00	139388.00	0.00	0	resource_usage_
18:12:55	1000	69579	99.00	1.00	0.00	0.00	100.00	8	5614.00	0.00	487408	161584	0.50	0.00	0.00	0.00	0	resource_usage_
18:12:56	1000	69579	135.00	5.00	0.00	1.00	140.00	11	6131.00	0.00	503792	186136	0.57	188.00	40080.00	0.00	0	resource_usage_
18:12:57	1000	69579	119.00	3.00	0.00	0.00	122.00	11	511.00	0.00	479216	163536	0.50	188.00	40076.00	0.00	0	resource_usage_
18:12:58	1000	69579	151.00	6.00	0.00	0.00	157.00	11	4159.00	0.00	495600	180164	0.55	49832.00	88180.00	0.00	0	resource_usage_
18:12:59	1000	69579	202.00	14.00	0.00	0.00	216.00	11	2222.00	0.00	503792	189164	0.58	126508.00	166672.00	0.00	0	resource_usage_
18:13:00	1000	69579	198.00	13.00	0.00	1.00	211.00	11	53.00	0.00	503792	189164	0.58	107960.00	129656.00	0.00	0	resource_usage_
18:13:01	1000	69579	148.00	9.00	0.00	6.00	157.00	11	102.00	0.00	462832	148912	0.46	29884.00	48764.00	0.00	0	resource_usage_
18:13:02	1000	69579	118.00	3.00	0.00	0.00	121.00	11	7649.00	0.00	495600	179536	0.55	188.00	40092.00	0.00	0	resource_usage_
18:13:03	1000	69579	140.00	4.00	0.00	0.00	144.00	11	2683.00	0.00	503792	190132	0.58	26252.00	70772.00	0.00	0	resource_usage_
18:13:04	1000	69579	205.00	13.00	0.00	1.00	218.00	11	128.00	0.00	503792	190880	0.59	118240.00	167668.00	0.00	0	resource_usage_
18:13:05	1000	69579	188.00	13.00	0.00	0.00	201.00	11	5124.00	0.00	487408	170372	0.52	123200.00	149844.00	0.00	0	resource_usage_
18:13:06	1000	69579	193.00	13.00	0.00	0.00	206.00	11	2606.00	0.00	495600	180732	0.56	122396.00	153632.00	0.00	0	resource_usage_
18:13:07	1000	69579	133.00	9.00	0.00	0.00	142.00	11	2899.00	0.00	503792	192292	0.59	18220.00	59412.00	0.00	0	resource_usage_
18:13:08	1000	69579	156.00	9.00	0.00	0.00	165.00	11	0.00	0.00	462832	151556	0.47	60788.00	106072.00	0.00	0	resource_usage_
18:13:09	1000	69579	196.00	19.00	0.00	0.00	215.00	11	7784.00	0.00	495600	182720	0.56	114008.00	171688.00	0.00	0	resource_usage_
18:13:10	1000	69579	203.00	12.00	0.00	0.00	215.00	0	388.00	0.00	495600	184348	0.57	123648.00	171760.00	0.00	0	resource_usage_
18:13:11	1000	69579	174.00	14.00	0.00	0.00	188.00	0	1236.00	0.00	487408	172996	0.53	106016.00	120496.00	0.00	0	resource_usage_
18:13:12	1000	69579	116.00	2.00	0.00	0.00	118.00	0	3198.00	0.00	495600	185668	0.57	236.00	30880.00	0.00	0	resource_usage_
18:13:13	1000	69579	172.00	12.00	0.00	0.00	184.00	2	73.00	0.00	479216	169704	0.52	83612.00	127340.00	0.00	0	resource_usage_
18:13:14	1000	69579	201.00	16.00	0.00	1.00	217.00	3	4072.00	0.00	495600	186104	0.57	116204.00	164516.00	0.00	0	resource_usage_
18:13:15	1000	69579	195.00	14.00	0.00	0.00	209.00	3	0.00	0.00	495600	186104	0.57	105244.00	157308.00	0.00	0	resource_usage_
18:13:16	1000	69579	169.00	10.00	0.00	0.00	179.00	3	2048.00	0.00	503792	194288	0.60	90704.00	105644.00	0.00	0	resource_usage_
18:13:17	1000	69579	170.00	18.00	0.00	0.00	188.00	3	2131.00	0.00	471024	162112	0.50	90708.00	114300.00	0.00	0	resource_usage_
18:13:18	1000	69579	189.00	15.00	0.00	0.00	204.00	3	6230.00	0.00	495600	186928	0.57	126420.00	150380.00	0.00	0	resource_usage_
18:13:19	1000	69579	191.00	12.00	0.00	0.00	203.00	3	2559.00	0.00	503792	197224	0.61	118276.00	140744.00	0.00	0	resource_usage_
18:13:20	1000	69579	187.00	12.00	0.00	0.00	199.00	3	0.00	0.00	462832	156392	0.48	84772.00	138996.00	0.00	0	resource_usage_
18:13:21	1000	69579	177.00	12.00	0.00	0.00	189.00	3	6482.00	0.00	495600	182264	0.56	92016.00	128460.00	0.00	0	resource_usage_
18:13:22	1000	69579	174.00	15.00	0.00	0.00	189.00	3	3215.00	0.00	503792	195200	0.60	102264.00	122216.00	0.00	0	resource_usage_
18:13:23	1000	69579	172.00	13.00	0.00	0.00	185.00	3	522.00	0.00	479216	172644	0.53	77816.00	127700.00	0.00	0	resource_usage_
18:13:24	1000	69579	186.00	14.00	0.00	0.00	200.00	3	6250.00	0.00	503792	197520	0.61	103920.00	138060.00	0.00	0	resource_usage_
18:13:25	1000	69579	173.00	11.00	0.00	0.00	184.00	1	1725.00	0.00	511984	204652	0.63	85192.00	112416.00	0.00	0	resource_usage_
18:13:26	1000	69579	195.00	12.00	0.00	0.00	207.00	1	600.00	0.00	511984	207040	0.64	113884.00	139680.00	0.00	0	resource_usage_
18:13:27	1000	69579	178.00	14.00	0.00	1.00	192.00	1	9691.00	0.00	487408	180440	0.55	109620.00	131880.00	0.00	0	resource_usage_
18:13:28	1000	69579	157.00	11.00	0.00	0.00	168.00	7	4102.00	0.00	503792	196808	0.61	78316.00	102928.00	0.00	0	resource_usage_
18:13:29	1000	69579	187.00	15.00	0.00	1.00	202.00	3	2559.00	0.00	511984	207104	0.64	101756.00	151188.00	0.00	0	resource_usage_
18:13:30	1000	69579	176.00	11.00	0.00	0.00	187.00	3	48.00	0.00	454640	150080	0.46	75472.00	125340.00	0.00	0	resource_usage_
18:13:31	1000	69579	186.00	13.00	0.00	0.00	199.00	3	11873.00	0.00	503792	197584	0.61	103152.00	152368.00	0.00	0	resource_usage_
18:13:32	1000	69579	181.00	13.00	0.00	0.00	194.00	3	27.00	0.00	503792	197584	0.61	94080.00	140628.00	0.00	0	resource_usage_
18:13:33	1000	69579	170.00	13.00	0.00	0.00	183.00	3	2071.00	0.00	487408	181296	0.56	101772.00	109716.00	0.00	0	resource_usage_
18:13:34	1000	69579	179.00	13.00	0.00	0.00	192.00	3	4986.00	0.00	503792	201380	0.62	115356.00	122112.00	0.00	0	resource_usage_
18:13:35	1000	69579	190.00	8.00	0.00	0.00	198.00	3	2349.00	0.00	511984	210768	0.65	118352.00	138644.00	0.00	0	resource_usage_
18:13:36	1000	69579	177.00	11.00	0.00	0.00	188.00	3	343.00	0.00	462832	154900	0.48	90744.00	123256.00	0.00	0	resource_usage_
18:13:37	1000	69579	174.00	13.00	0.00	0.00	187.00	3	11409.00	0.00	503792	200572	0.62	78656.00	123612.00	0.00	0	resource_usage_
18:13:38	1000	69579	194.00	8.00	0.00	0.00	202.00	3	0.00	0.00	503792	200572	0.62	102916.00	149832.00	0.00	0	resource_usage_
18:13:39	1000	69579	164.00	13.00	0.00	0.00	177.00	3	2530.00	0.00	495600	186156	0.57	85184.00	111152.00	0.00	0	resource_usage_
18:13:40	1000	69579	177.00	10.00	0.00	0.00	187.00	3	4188.00	0.00	503792	202904	0.62	96576.00	111036.00	0.00	0	resource_usage_
18:13:41	1000	69579	189.00	11.00	0.00	0.00	200.00	3	81.00	0.00	479216	178780	0.55	98884.00	151200.00	0.00	0	resource_usage_
18:13:42	1000	69579	193.00	10.00	0.00	0.00	203.00	3	6193.00	0.00	503792	203656	0.63	95932.00	139580.00	0.00	0	resource_usage_
18:13:43	1000	69579	186.00	11.00	0.00	0.00	197.00	3	81.00	0.00	503792	203916	0.63	89732.00	129820.00	0.00	0	resource_usage_
18:13:44	1000	69579	166.00	11.00	0.00	0.00	177.00	3	2130.00	0.00	511984	212424	0.65	82248.00	103684.00	0.00	0	resource_usage_
18:13:45	1000	69579	171.00	20.00	0.00	0.00	191.00	3	6887.00	0.00	479216	174692	0.54	100720.00	109944.00	0.00	0	resource_usage_
18:13:46	1000	69579	184.16	15.84	0.00	0.00	200.00	3	7398.02	0.00	503792	204524	0.63	104613.86	136982.18	0.00	0	resource_usage_
18:13:47	1000	69579	183.00	5.00	0.00	0.00	188.00	9	511.00	0.00	479216	182188	0.56	89192.00	115156.00	0.00	0	resource_usage_
18:13:48	1000	69579	181.00	13.00	0.00	0.00	194.00	9	6968.00	0.00	511984	209908	0.65	92340.00	122024.00	0.00	0	resource_usage_
18:13:49	1000	69579	188.00	13.00	0.00	0.00	201.00	3	1192.00	0.00	511984	214660	0.66	104396.00	139672.00	0.00	0	resource_usage_
18:13:50	1000	69579	170.00	11.00	0.00	0.00	181.00	3	1103.00	0.00	479216	178316	0.55	93156.00	87292.00	0.00	0	resource_usage_
18:13:51	1000	69579	179.00	12.00	0.00	1.00	191.00	9	6546.00	0.00	503792	204452	0.63	65696.00	118512.00	0.00	0	resource_usage_
18:13:52	1000	69579	192.00	9.00	0.00	0.00	201.00	9	511.00	0.00	479216	182116	0.56	83908.00	118232.00	0.00	0	resource_usage_
18:13:53	1000	69579	193.00	11.00	0.00	0.00	204.00	9	4542.00	0.00	503792	200332	0.62	93188.00	129448.00	0.00	0	resource_usage_
18:13:54	1000	69579	167.00	10.00	0.00	0.00	177.00	9	1570.00	0.00	503792	206668	0.64	89792.00	98316.00	0.00	0	resource_usage_
18:13:55	1000	69579	183.00	8.00	0.00	0.00	191.00	9	0.00	0.00	479216	182220	0.56	89008.00	117728.00	0.00	0	resource_usage_
18:13:56	1000	69579	187.00	13.00	0.00	0.00	200.00	9	6193.00	0.00	503792	206832	0.64	96428.00	137600.00	0.00	0	resource_usage_
18:13:57	1000	69579	175.00	10.00	0.00	0.00	185.00	9	81.00	0.00	479216	182708	0.56	76348.00	118520.00	0.00	0	resource_usage_
18:13:58	1000	69579	194.00	12.00	0.00	0.00	206.00	9	3709.00	0.00	495600	197488	0.61	95744.00	129472.00	0.00	0	resource_usage_
18:13:59	1000	69579	170.00	10.00	0.00	0.00	180.00	9	2565.00	0.00	503792	207844	0.64	95804.00	92980.00	0.00	0	resource_usage_
18:14:00	1000	69579	176.00	10.00	0.00	0.00	186.00	9	2048.00	0.00	511984	216092	0.66	79292.00	121036.00	0.00	0	resource_usage_
18:14:01	1000	69579	190.00	17.00	0.00	0.00	207.00	9	3765.00	0.00	462832	165512	0.51	96872.00	133988.00	0.00	0	resource_usage_
18:14:02	1000	69579	191.00	15.00	0.00	0.00	206.00	9	11348.00	0.00	503792	211140	0.65	104068.00	133444.00	0.00	0	resource_usage_
18:14:03	1000	69579	177.00	12.00	0.00	0.00	189.00	9	511.00	0.00	479216	188804	0.58	82612.00	114288.00	0.00	0	resource_usage_
18:14:04	1000	69579	192.00	14.00	0.00	0.00	206.00	9	3763.00	0.00	495600	203852	0.63	114704.00	147832.00	0.00	0	resource_usage_
18:14:05	1000	69579	163.00	12.00	0.00	0.00	175.00	9	2349.00	0.00	503792	213092	0.66	83228.00	94220.00	0.00	0	resource_usage_
18:14:06	1000	69579	189.00	9.00	0.00	0.00	198.00	9	0.00	0.00	479216	188644	0.58	93196.00	117168.00	0.00	0	resource_usage_
18:14:07	1000	69579	187.00	16.00	0.00	0.00	203.00	9	6112.00	0.00	503792	213196	0.66	87436.00	127396.00	0.00	0	resource_usage_
18:14:08	1000	69579	182.00	8.00	0.00	0.00	190.00	9	0.00	0.00	479216	188748	0.58	75016.00	117552.00	0.00	0	resource_usage_
18:14:09	1000	69579	184.00	11.00	0.00	0.00	195.00	9	4503.00	0.00	503792	206700	0.64	79872.00	118196.00	0.00	0	resource_usage_
18:14:10	1000	69579	184.00	6.00	0.00	0.00	190.00	9	1609.00	0.00	503792	213036	0.66	91404.00	106720.00	0.00	0	resource_usage_
18:14:11	1000	69579	185.00	12.00	0.00	0.00	197.00	9	2048.00	0.00	511984	221220	0.68	94984.00	118596.00	0.00	0	resource_usage_
18:14:12	1000	69579	178.00	9.00	0.00	0.00	187.00	9	3302.00	0.00	462832	169276	0.52	72460.00	108100.00	0.00	0	resource_usage_
18:14:13	1000	69579	179.00	9.00	0.00	0.00	188.00	9	11640.00	0.00	511984	215804	0.66	90636.00	124368.00	0.00	0	resource_usage_
18:14:14	1000	69579	116.00	12.00	0.00	2.00	128.00	9	981.00	0.00	511984	219500	0.68	116224.00	111280.00	0.00	0	resource_usage_
18:14:15	1000	69579	119.00	10.00	0.00	0.00	129.00	5	127.00	0.00	511984	219760	0.68	108544.00	123116.00	0.00	0	resource_usage_
18:14:16	1000	69579	115.00	9.00	0.00	1.00	124.00	7	0.00	0.00	454640	164836	0.51	88572.00	114504.00	0.00	0	resource_usage_
18:14:17	1000	69579	90.00	10.00	0.00	1.00	100.00	7	0.00	0.00	454640	164836	0.51	81536.00	79156.00	0.00	0	resource_usage_
18:14:18	1000	69579	106.00	12.00	0.00	1.00	118.00	7	0.00	0.00	454640	164836	0.51	101508.00	103644.00	0.00	0	resource_usage_
18:14:19	1000	69579	100.00	9.00	0.00	1.00	109.00	11	1864.00	0.00	462832	172492	0.53	77672.00	73372.00	0.00	0	resource_usage_
18:14:20	1000	69579	172.00	23.00	0.00	0.00	195.00	11	13242.00	0.00	511984	225264	0.69	89272.00	113104.00	0.00	0	resource_usage_
18:14:21	1000	69579	186.00	16.00	0.00	0.00	202.00	11	0.00	0.00	471024	186476	0.57	101032.00	130676.00	0.00	0	resource_usage_
18:14:22	1000	69579	187.00	12.00	0.00	0.00	199.00	11	5390.00	0.00	495600	208124	0.64	92764.00	125608.00	0.00	0	resource_usage_
18:14:23	1000	69579	175.00	10.00	0.00	0.00	185.00	1	2259.00	0.00	503792	217100	0.67	104224.00	106648.00	0.00	0	resource_usage_
18:14:24	1000	69579	170.00	13.00	0.00	0.00	183.00	1	2559.00	0.00	511984	227396	0.70	79712.00	105988.00	0.00	0	resource_usage_
18:14:25	1000	69579	186.00	12.00	0.00	1.00	198.00	1	3824.00	0.00	462832	177196	0.54	97332.00	130412.00	0.00	0	resource_usage_
18:14:26	1000	69579	194.00	11.00	0.00	0.00	205.00	1	10141.00	0.00	503792	217852	0.67	99540.00	133744.00	0.00	0	resource_usage_
